Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,log10FMR_est,se.fmr,log10dens.est,se.dens
Eupleres_goudotii,Carnivora,Eupleridae,Eupleres,goudotii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3e3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,VU,No,0,10,90,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.121065679109947,0.10446012418857621,0.11563546111026146,0.10401858224660084
Eupleres_major,Carnivora,Eupleridae,Eupleres,major,1,0,0,0,Imputed,PHYLACINE 1.2,2712.1,Imputed,PHYLACINE 1.2,NA,NA,Occurs only on isolated islands,EN,No,3,20,77,Imputed 000 Species,PHYLACINE 1.2,3.0896884240632665,0.10411436637601523,0.14095776662965354,0.10405882120032112
Euroscaptor_grandis,Eulipotyphla,Talpidae,Euroscaptor,grandis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,88.7,Assumed isometric based on head-body length,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Euroscaptor_micrura,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.227491480666287,0.12444929580012742,3.2276789858942925,0.19444674041366
Euroscaptor_klossi,Eulipotyphla,Talpidae,Euroscaptor,klossi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,58.4,Assumed isometric based on head-body length,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Euroscaptor_micrura,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1017133418681593,0.12445885108444178,3.22086956198474,0.17615715962924014
Euroscaptor_longirostris,Eulipotyphla,Talpidae,Euroscaptor,longirostris,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,42.7,Assumed isometric based on head-body length,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Euroscaptor_micrura,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.006577038988557,0.12517854516508273,3.2157680503422132,0.1626776535684511
Euroscaptor_micrura,Eulipotyphla,Talpidae,Euroscaptor,micrura,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,60.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1123802141997805,0.12475840925588783,3.221445140901072,0.17769108605472284
Euroscaptor_mizura,Eulipotyphla,Talpidae,Euroscaptor,mizura,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,35.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9503342347960224,0.12358580243790393,3.21275934438909,0.1548401679025675
Euroscaptor_parvidens,Eulipotyphla,Talpidae,Euroscaptor,parvidens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,72.1,Assumed isometric based on head-body length,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Euroscaptor_micrura,"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)",Occurs on mainland,DD,No,0,0,100,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.165612949787442,0.12420582135386614,3.2243030493165197,0.18534197122089371
Euroscaptor_subanura,Eulipotyphla,Talpidae,Euroscaptor,subanura,1,0,0,0,Imputed,PHYLACINE 1.2,59.7,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,DD,No,0,0,100,Imputed 000 Species,PHYLACINE 1.2,2.1081063687064727,0.12561904425151696,3.221228263547741,0.17711281832844372
Euryoryzomys_emmonsae,Rodentia,Cricetidae,Euryoryzomys,emmonsae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,72,Reported,Bulletin of the American Museum of Natural History 236: 1-376 (1998),NA,NA,Occurs on mainland,DD,No,57,14,29,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.088916719482201,0.07796158616407951,2.8193633805601297,0.05275397805667922
Euryoryzomys_lamia,Rodentia,Cricetidae,Euryoryzomys,lamia,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,60.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0368765006468323,0.07893747997644024,2.833004653399747,0.050426000596981546
Euryoryzomys_legatus,Rodentia,Cricetidae,Euryoryzomys,legatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,61.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.041184381112593,0.07877436973884298,2.8317195775868598,0.05063693826292223
Euryoryzomys_macconnelli,Rodentia,Cricetidae,Euryoryzomys,macconnelli,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,58,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0229376936372674,0.07827172996714507,2.8363126492587276,0.04989147398514022
Euryoryzomys_nitidus,Rodentia,Cricetidae,Euryoryzomys,nitidus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,55.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0086471743698446,0.07931361202600642,2.8401912855049396,0.0492806923556002
Euryoryzomys_russatus,Rodentia,Cricetidae,Euryoryzomys,russatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,60.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.036207800723172,0.07908928790514255,2.833004653399747,0.050426000596981546
Euryzygomatomys_spinosus,Rodentia,Echimyidae,Euryzygomatomys,spinosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,187.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.2300055824396856,0.11019690803781675,2.5270775913523114,0.06426340718216667
Eutamias_sibiricus,Rodentia,Sciuridae,Eutamias,sibiricus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,85,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.0862715659978774,0.09107763104828573,2.7256439896205156,0.06533387602111909
Eutatus_seguini,Cingulata,CingulataFam,Eutatus,seguini,1,0,0,0,Imputed,PHYLACINE 1.2,144400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EP,Yes,100,0,0,Estimated Craniodental Species,"Vizcaino, S. F., et al. 1998. The masticatory apparatus of the armadillo Eutatus (Mammalia, Cingulata) and some allied genera: paleobiology and evolution. Bargo Source: Paleobiology Paleobiology 24:371-383.",4.059499649418575,0.11522539004789084,0.1727356658724113,0.05144280843255011
Exilisciurus_concinnus,Rodentia,Sciuridae,Exilisciurus,concinnus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,30.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8019943406646555,0.12999807451587297,2.9796211771221226,0.06774320996429119
Exilisciurus_exilis,Rodentia,Sciuridae,Exilisciurus,exilis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,19,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,DD,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6549678202991986,0.1295027701488385,3.1016827220776544,0.0692850414501446
Exilisciurus_whiteheadi,Rodentia,Sciuridae,Exilisciurus,whiteheadi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6696511120228432,0.130092977122537,3.0888085348232965,0.06911137423767365
Felis_bieti,Carnivora,Felidae,Felis,bieti,1,0,0,0,Imputed,PHYLACINE 1.2,7750,Reported,"Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 1. Carnivores. First edition. Lynx Edicions, Barcelona.",NA,NA,Occurs on mainland,VU,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.5323422703534146,0.06338330130679065,-0.6533021608090377,0.14351291935286267
Felis_chaus,Carnivora,Felidae,Felis,chaus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,7393,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.5048394631315887,0.06698706501732343,-0.6386707914818713,0.14281555643151636
Felis_margarita,Carnivora,Felidae,Felis,margarita,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,2525,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.187048112455956,0.06484073026983271,-0.30536660667598253,0.1278972283657428
Felis_nigripes,Carnivora,Felidae,Felis,nigripes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1300,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.9791765847695,0.06631298003134226,-0.09939578771913227,0.11979358875942836
Felis_silvestris,Carnivora,Felidae,Felis,silvestris,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,5500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,90,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.4337266849376347,0.06240788240286215,-0.546901980185614,0.13851662000299328
Felovia_vae,Rodentia,Ctenodactylidae,Felovia,vae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,205,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Estimated Expert Species,"Wilson, D. E., et al., editors. 2016. Handbook of the Mammals of the World: 6. Lagomorphs and Rodents I. First edition. Lynx Edicions, Barcelona.",2.3190640731178562,0.17347638475906424,2.504681324194026,0.0641895879869882
Feroculus_feroculus,Eulipotyphla,Soricidae,Feroculus,feroculus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,36,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,0,30,70,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9676358158158767,0.11163846760463776,2.255168886298501,0.04998179659110262
Fossa_fossana,Carnivora,Eupleridae,Fossa,fossana,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,VU,No,10,20,70,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.914197684695625,0.08472237485651635,0.2896095975721371,0.10444906745955089
Fukomys_anselli,Rodentia,Bathyergidae,Fukomys,anselli,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,86,Reported,Zeitchrift für Saugertierkunde 64: 36-50 (1999),NA,NA,Occurs on mainland,NT,No,90,0,10,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.9518255818113381,0.06593216750266231,2.72270838160696,0.06531270113152404
Fukomys_bocagei,Rodentia,Bathyergidae,Fukomys,bocagei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,94,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9817761831089653,0.06322704373409899,2.7003833076483907,0.06515683399144881
Fukomys_damarensis,Rodentia,Bathyergidae,Fukomys,damarensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,153.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.122859325203703,0.06227975543497476,2.57762280150207,0.06446532931904485
