reference	community type	ecosystem type	NPP (gC m-2 y-1)	leaf P (gC m-2 y-1)	DP (gCm-2 yr-1)	leaf DP (gC m-2 yr-1)	D (gC m-2 y-1)	DB (gC m-2)	H (gC m-2 y-1)	%NPP consumed	HB (gC m-2)	TC (gC m-2 y-1)	CA  (gC m-2 y-1)	Nbiomass (%DW)	Pbiomass (%DW)	k (day-1)	Ndetritus (%DW)	Pdetritus (%DW)	Ndp(%DW)	Pdp(%DW)
Darley et al. 1981	marine benthic microalgal beds	aquatic	72.532800	.	43.800000	.	.	.	29.565000	40.760870	.	.	.	.	.	.	.	.	.	.
Davis and Lee 1983	marine benthic microalgal beds	aquatic	515.788800	.	165.388800	.	.	.	350.400000	67.934783	.	.	.	.	.	.	.	.	.	.
Davis and McIntire 1983	marine benthic microalgal beds	aquatic	91.600400	.	.	.	.	.	.	.	.	.	0.999990	.	.	.	.	.	.	.
Gould and Gallagher 1990	marine benthic microalgal beds	aquatic	1058.441600	.	715.341600	.	.	.	343.100000	32.415582	.	.	21.900000	.	.	.	.	.	.	.
Hansen et al. 1992#@	marine benthic microalgal beds	aquatic	67.160000	.	.	.	16.220600	.	.	.	.	.	.	.	.	.	.	.	.	.
Hansen et al. 1992#@	marine benthic microalgal beds	aquatic	42.982400	.	.	.	5.338052	.	.	.	.	.	.	.	.	.	.	.	.	.
Klumpp et al. 1992	marine benthic microalgal beds	aquatic	80.592000	.	60.152000	.	17.695200	.	20.440000	25.362319	.	38.135200	.	1.760000	.	.	.	.	.	.
Kristensen 1993#@	marine benthic microalgal beds	aquatic	110.142400	.	.	.	35.390400	.	.	.	.	.	3.613500	.	.	.	.	.	.	.
Lindeboom and Sande 1989#@	marine benthic microalgal beds	aquatic	265.953600	.	.	.	91.425200	.	.	.	.	.	.	.	.	.	.	.	.	.
Lindeboom and Sande 1989#@	marine benthic microalgal beds	aquatic	179.988800	.	.	.	69.306200	.	.	.	.	.	.	.	.	.	.	.	.	.
Lindeboom and Sande 1989#@	marine benthic microalgal beds	aquatic	222.971200	.	.	.	69.306200	.	.	.	.	.	.	.	.	.	.	.	.	.
Lindeboom and Sande 1989#@	marine benthic microalgal beds	aquatic	131.633600	.	.	.	67.831600	.	.	.	.	.	.	.	.	.	.	.	.	.
McLahlan and Bate 1984	marine benthic microalgal beds	aquatic	198.793600	.	140.393600	.	.	.	58.400000	29.377203	.	.	0.401500	.	.	0.018004	.	.	.	.
Merino et al. 1992#@	marine benthic microalgal beds	aquatic	1249.176000	.	.	.	569.195600	.	.	.	.	.	.	.	.	.	.	.	.	.
Montagna 1984	marine benthic microalgal beds	aquatic	3153.833600	.	2916.583600	.	.	.	237.250000	7.522591	.	.	.	.	.	.	.	.	.	.
Murray and Wetzel 1987#@	marine benthic microalgal beds	aquatic	77.905600	.	.	.	3.833960	.	.	.	.	.	.	.	.	.	.	.	.	.
Murray and Wetzel 1987#@	marine benthic microalgal beds	aquatic	166.556800	.	.	.	41.288800	.	.	.	.	.	.	.	.	.	.	.	.	.
Nicotri 1977	marine benthic microalgal beds	aquatic	0.209539	.	0.080300	.	.	.	0.127750	60.967113	.	.	.	.	.	.	.	.	.	.
Nicotri 1977	marine benthic microalgal beds	aquatic	0.564144	.	0.146000	.	.	.	0.438000	77.639752	.	.	.	.	.	.	.	.	.	.
Nicotri 1977	marine benthic microalgal beds	aquatic	2.955040	.	1.397950	.	.	.	1.642500	55.583004	.	.	.	.	.	.	.	.	.	.
Ostergard and Kristensen 1992	marine benthic microalgal beds	aquatic	110.142400	.	.	.	.	.	.	.	.	.	2.591500	.	.	.	.	.	.	.
Panatmat 1988#@	marine benthic microalgal beds	aquatic	107.456000	.	.	.	16.220600	.	.	.	.	.	.	.	.	.	.	.	.	.
Rizzo and Wetzel 1985#@	marine benthic microalgal beds	aquatic	231.030400	.	.	.	73.730000	.	.	.	.	.	.	.	.	.	.	.	.	.
Rizzo and Wetzel 1985#@	marine benthic microalgal beds	aquatic	99.396800	.	.	.	54.560200	.	.	.	.	.	.	.	.	.	.	.	.	.
Rizzo and Wetzel 1985#@	marine benthic microalgal beds	aquatic	112.828800	.	.	.	61.933200	.	.	.	.	.	.	.	.	.	.	.	.	.
Vidal 1991	marine benthic microalgal beds	aquatic	88.651200	.	.	.	28.017400	.	.	.	.	.	.	.	.	.	.	.	.	.
Albright et al. 1980	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.029500	1.000000	.	.	.
Albright et al. 1980	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.032100	2.100000	.	.	.
Anderson et al.1981	marine macroalgal beds	aquatic	1500.150000	.	.	.	.	.	.	.	.	.	.	3.800000	.	.	.	.	.	.
Atkinson and Grigg 1984	marine macroalgal beds	aquatic	628.785500	.	.	.	.	.	.	.	.	.	9.399845	.	.	.	.	.	.	.
Bach and Josselyn 1979	marine macroalgal beds	aquatic	1131.500000	.	.	.	912.500000	.	.	.	.	.	.	.	.	.	.	.	3.160000	0.281000
Bak 1994	marine macroalgal beds	aquatic	435.813650	.	89.063650	.	.	.	346.750000	79.563823	.	.	.	.	.	.	.	.	.	.
Bak 1994	marine macroalgal beds	aquatic	837.138450	.	384.538450	.	.	.	452.600000	54.065131	.	.	.	.	.	.	.	.	.	.
Bak 1994	marine macroalgal beds	aquatic	1018.988750	.	478.788750	.	.	.	540.200000	53.013343	.	.	.	.	.	.	.	.	.	.
Bak 1994	marine macroalgal beds	aquatic	683.506300	.	409.756300	.	.	.	273.750000	40.050838	.	.	.	.	.	.	.	.	.	.
Bak 1994	marine macroalgal beds	aquatic	1078.560400	.	585.810400	.	.	.	492.750000	45.685898	.	.	.	.	.	.	.	.	.	.
Birch et al. 1983	marine macroalgal beds	aquatic	216.007000	.	194.406300	.	161.366500	.	21.600700	10.000000	.	182.967200	13.599900	2.600000	0.235600	0.007600	2.500000	0.190000	2.500000	0.190000
Brouwer 1996	marine macroalgal beds	aquatic	854.100000	.	.	.	.	.	.	.	.	.	.	3.210000	0.530000	.	.	.	.	.
Bustamante et al. 1995	marine macroalgal beds	aquatic	1326.5	.	.	.	.	.	.	.	81.6	.	.	2.42	0.25	.	.	.	.	.
Bythell et al. 1993	marine macroalgal beds	aquatic	467.167150	.	423.367150	.	.	.	43.800000	9.375659	.	.	0.023360	.	.	.	.	.	.	.
Bythell et al. 1993	marine macroalgal beds	aquatic	467.167150	.	438.697150	.	.	.	28.470000	6.094178	.	.	12.410000	.	.	.	.	.	.	.
Chapman and Craigie 1978	marine macroalgal beds	aquatic	1500.150000	.	.	.	.	.	.	.	.	.	.	2.170000	.	.	.	.	.	.
Drew and Hastings 1992	marine macroalgal beds	aquatic	3.066000	.	2.737500	.	.	.	0.328500	10.714286	.	.	.	2.000000	0.250000	.	.	.	.	.
Dunton and Schell 1986	marine macroalgal beds	aquatic	7.190500	.	6.471450	.	.	.	0.719050	10.000000	.	.	.	1.900000	0.250000	.	.	.	.	.
Egan and Yarish 1990	marine macroalgal beds	aquatic	1496.500000	.	.	.	.	.	.	.	.	.	.	2.060000	.	.	.	.	.	.
Gabrielson et al. 1983	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.007600	3.210000	0.313000	.	.
Gabrielson et al. 1983	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.003800	3.440000	0.291000	.	.
Gabrielson et al. 1983	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.008200	3.920000	0.335000	.	.
Gabrielson et al. 1983	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.003500	2.730000	0.278000	.	.
Gathuso et al. 1993#@	marine macroalgal beds	aquatic	2409.000000	.	.	.	2401.700000	.	.	.	.	.	7.300000	.	.	.	.	.	.	.
Gathuso et al. 1993#@	marine macroalgal beds	aquatic	1943.917000	.	.	.	1567.748000	.	.	.	.	.	.	.	.	.	.	.	.	.
Gathuso et al. 1993#@	marine macroalgal beds	aquatic	7493.486500	.	.	.	7205.611000	.	.	.	.	.	.	.	.	.	.	.	.	.
Gathuso et al. 1993#@	marine macroalgal beds	aquatic	2523.956750	.	.	.	2426.994500	.	.	.	.	.	.	.	.	.	.	.	.	.
Geertz-Hansen et al. 1993; Pedersen and Borum 1996	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	75.000000	.	.	.	3.160000	0.278000	.	.	.	.	.
Gerard 1976	marine macroalgal beds	aquatic	1299.546000	.	1168.146000	.	642.400000	.	131.400000	10.111223	.	773.800000	6.570000	2.420000	0.310000	.	.	.	.	.
Hanisack 1979	marine macroalgal beds	aquatic	306.600000	.	.	.	.	.	.	.	.	.	.	1.390000	.	.	.	.	.	.
Hanisack 1979	marine macroalgal beds	aquatic	252.580000	.	.	.	.	.	.	.	.	.	.	2.270000	.	.	.	.	.	.
Hanisack 1979	marine macroalgal beds	aquatic	71.540000	.	.	.	.	.	.	.	.	.	.	2.380000	.	.	.	.	.	.
Hatcher et al. 1992	marine macroalgal beds	aquatic	1000.176650	.	.	.	.	.	.	.	.	.	5.475000	.	.	.	.	.	.	.
Hauxwell et al. 1998; Peckol and Rivers 1996	marine macroalgal beds	aquatic	486.670000	.	359.102500	.	336.710000	.	127.567500	48.890000	.	464.277500	22.403880	2.600000	0.235600	0.007600	3.160000	0.281000	3.160000	0.281000
Hauxwell et al. 2002; Hauxwell et al. 1998	marine macroalgal beds	aquatic	206	.	.	.	.	0.111	.	.	0.141	.	.	1.93	0.35	.	.	.	.	.
Hauxwell et al. 2002; Hauxwell et al. 1998	marine macroalgal beds	aquatic	89.2	.	.	.	.	.	.	.	0.162	.	.	1.47	0.35	.	.	.	.	.
Josselyn and Mathieson 1980	marine macroalgal beds	aquatic	954.000000	.	954.000000	.	953.988820	.	.	.	.	.	0.011534	.	.	0.031000	1.960000	0.151000	1.960000	0.151000
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	0.070628	.	0.052378	.	.	.	0.018250	25.839793	.	.	.	.	.	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	1.412550	.	0.901550	.	.	.	0.511000	36.175711	.	.	.	.	.	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	543.047000	.	440.847000	.	.	.	102.200000	18.819734	.	.	.	.	.	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	2.825100	.	2.277600	.	.	.	0.547500	19.379845	.	.	.	.	.	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	25.112000	.	16.717000	.	.	.	8.395000	33.430233	.	.	.	.	.	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	2.354250	.	1.587750	.	.	.	0.766500	32.558140	.	.	.	.	.	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	7.690550	.	5.573550	.	.	.	2.117000	27.527290	.	.	.	.	0.250000	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	13.968550	.	9.588550	.	.	.	4.380000	31.356154	.	.	.	.	.	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	7.062750	.	5.383750	.	.	.	1.679000	23.772610	.	.	.	.	.	.	.	.	.	.
Khailov and Burlakova 1969	marine macroalgal beds	aquatic	20.403500	.	14.198500	.	.	.	6.205000	30.411449	.	.	.	.	.	.	.	.	.	.
Kiene and Hutchings 1994	marine macroalgal beds	aquatic	495.385300	.	489.545300	.	.	.	5.840000	1.178880	.	.	.	.	.	.	.	.	.	.
Kiene and Hutchings 1994	marine macroalgal beds	aquatic	495.385300	.	316.535300	.	.	.	178.850000	36.103211	.	.	.	.	.	.	.	.	.	.
Kiene and Hutchings 1994	marine macroalgal beds	aquatic	495.385300	.	404.135300	.	.	.	91.250000	18.420006	.	.	.	.	.	.	.	.	.	.
Kiene and Hutchings 1994	marine macroalgal beds	aquatic	495.385300	.	316.535300	.	.	.	178.850000	36.103211	.	.	.	.	.	.	.	.	.	.
Kiene and Hutchings 1994	marine macroalgal beds	aquatic	495.385300	.	483.340300	.	.	.	12.045000	2.431441	.	.	.	.	.	.	.	.	.	.
Kiene and Hutchings 1994	marine macroalgal beds	aquatic	495.385300	.	334.785300	.	.	.	160.600000	32.419210	.	.	.	.	.	.	.	.	.	.
Klumpp and Polunin 1989	marine macroalgal beds	aquatic	693.719000	.	171.769000	.	.	.	521.950000	75.239398	.	.	.	.	.	.	.	.	.	.
Klumpp et al. 1989	marine macroalgal beds	aquatic	183.631500	.	55.881500	.	.	.	127.750000	69.568674	.	.	.	.	.	.	.	.	.	.
Klumpp et al. 1993	marine macroalgal beds	aquatic	32.959500	.	27.484500	.	.	.	5.475000	16.611296	.	.	.	1.760000	.	.	.	.	.	.
Koop et al. 1982	marine macroalgal beds	aquatic	1175.555500	.	1069.705500	.	861.400000	.	105.850000	9.004254	.	967.250000	8.760000	2.420000	0.310000	.	.	.	.	.
Kristensen et al. 1992	marine macroalgal beds	aquatic	535.199500	.	.	.	.	.	.	.	.	.	1.825000	.	.	.	.	.	.	.
Lapointe et al. 1981	marine macroalgal beds	aquatic	1299.400000	.	.	.	.	.	.	.	.	.	.	3.950000	.	.	.	.	.	.
Mann 1972	marine macroalgal beds	aquatic	659.190000	.	602.250000	.	97.455000	.	62.050000	9.413068	.	159.505000	.	2.420000	0.310000	.	.	.	2.420000	.
Mann 1985	marine macroalgal beds	aquatic	1123.762000	.	988.712000	.	.	.	135.050000	12.017669	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	272.775450	.	.	.	168.834400	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	3821.991650	.	.	.	3385.732700	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	1072.289700	.	.	.	898.440200	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	2085.007750	.	.	.	1814.969800	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	3608.787850	.	.	.	3470.149900	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	1931.375600	.	.	.	726.590900	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	1191.433000	.	.	.	1085.364000	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	6270.700000	.	.	.	6029.800000	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	2821.815000	.	.	.	1808.940000	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	1881.210000	.	.	.	1808.940000	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	4047.736850	.	.	.	2873.199700	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1985#@	marine macroalgal beds	aquatic	5925.811500	.	.	.	2146.608800	.	.	.	.	.	.	.	.	.	.	.	.	.
Mann 1988	marine macroalgal beds	aquatic	916.588000	.	803.438000	.	.	.	113.150000	12.344696	.	.	.	.	.	.	.	.	.	.
Mann 1988	marine macroalgal beds	aquatic	200.421500	.	.	.	.	.	.	.	.	.	5.840000	.	.	.	.	.	.	.
Mann 1988	marine macroalgal beds	aquatic	200.421500	.	.	.	.	.	.	.	.	.	0.361350	.	.	.	.	.	.	.
McLusky 1981	marine macroalgal beds	aquatic	92.600500	.	66.685500	.	.	.	25.915000	27.985810	.	.	.	.	.	.	.	.	.	.
McQuaid and Branch 1985-exposed	marine macroalgal beds	aquatic	1548.75486	.	.	.	.	3.692	.	.	20.76	.	.	2.29	0.25	.	.	.	.	.
McQuaid and Branch 1985-protected	marine macroalgal beds	aquatic	988.93538	.	.	.	.	2.832	.	.	15.672	.	.	2.29	0.25	.	.	.	.	.
Nakamori et al. 1992	marine macroalgal beds	aquatic	1423.500000	.	.	.	.	.	.	.	.	.	105.850000	.	.	.	.	.	.	.
Neudecker 1979	marine macroalgal beds	aquatic	316.670350	.	210.820350	.	.	.	105.850000	33.425927	.	.	.	.	.	.	.	.	.	.
Newell et al. 1982	marine macroalgal beds	aquatic	1124.200000	.	988.420000	.	.	.	135.050000	12.012987	6.26	.	.	2.54	0.25	.	.	.	.	.
Pattersen et al. 1991#@	marine macroalgal beds	aquatic	874.762650	.	.	.	792.918700	.	.	.	.	.	.	.	.	.	.	.	.	.
Polunin and Klumpp 1992	marine macroalgal beds	aquatic	718.831000	.	331.931000	.	83.950000	.	386.900000	53.823500	.	470.850000	0.803000	2.500000	0.310000	.	.	.	.	.
Reichardt and Dieckmann 1985	marine macroalgal beds	aquatic	.	.	.	.	.	.	5.292500	.	.	.	.	4.300000	.	.	.	.	.	.
Sakshaug et al. 1994	marine macroalgal beds	aquatic	.	.	.	.	.	.	18.250000	.	.	.	.	1.100000	.	.	.	.	.	.
Sfriso and Marcomini 1997	marine macroalgal beds	aquatic	815.994000	.	285.576000	.	284.700000	.	530.418000	65.002684	.	815.118000	0.064496	1.980000	0.164500	0.023000	.	.	1.980000	0.164500
Smith 1973#@	marine macroalgal beds	aquatic	3009.936000	.	.	.	2894.304000	.	.	.	.	.	.	.	.	.	.	.	.	.
Smith 1973#@	marine macroalgal beds	aquatic	1241.598600	.	.	.	1085.364000	.	.	.	.	.	.	.	.	.	.	.	.	.
Smith 1973#@	marine macroalgal beds	aquatic	627.070000	.	.	.	289.430400	.	.	.	.	.	.	.	.	.	.	.	.	.
Smith and Jokiel 1978	marine macroalgal beds	aquatic	1883.400000	.	.	.	.	.	.	.	.	.	13.140000	.	.	.	.	.	.	.
Smith and Pesret 1974	marine macroalgal beds	aquatic	949.000000	.	.	.	.	.	.	.	.	.	14.600000	.	.	.	.	.	.	.
Smith et al. 1978	marine macroalgal beds	aquatic	1883.400000	.	.	.	.	.	.	.	.	.	15.330000	.	.	.	.	.	.	.
Sorokin 1983	marine macroalgal beds	aquatic	7.533600	.	5.161100	.	.	.	2.372500	31.492248	.	.	.	2.5	0.31	.	.	.	.	.
Spencer 1977#@	marine macroalgal beds	aquatic	1357.606550	.	.	.	419.071100	.	.	.	.	.	.	.	.	.	.	.	.	.
Twilley et al. 1986	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.023000	2.890000	0.360000	.	.
Wallentinus 1981	marine macroalgal beds	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	0.310000	.	.	.	.	.
Wanders 1977	marine macroalgal beds	aquatic	811.431500	.	266.450000	.	.	.	536.550000	66.123881	.	.	.	.	.	.	.	.	.	.
Williams and Carpenter1988	marine macroalgal beds	aquatic	733.650000	.	183.412500	.	.	.	550.237500	75.000000	.	.	.	2.670000	.	.	.	.	.	.
Yap et al. 1994#@	marine macroalgal beds	aquatic	3386.178000	.	.	.	1537.599000	.	.	.	.	.	.	.	.	.	.	.	.	.
Anderson 1976	meadows of freshwater submerged macrophytes	aquatic	46.720000	.	30.660000	.	.	.	16.060000	34.375000	.	.	.	1.730000	.	.	.	.	.	.
Anderson 1976	meadows of freshwater submerged macrophytes	aquatic	1500.150000	.	.	.	.	.	.	.	.	.	.	3.800000	.	.	.	.	.	.
Barko et al. 1977*	meadows of freshwater submerged macrophytes	aquatic	127.020000	.	.	.	.	.	.	.	.	.	62.050000	.	.	.	.	.	.	.
Bastardo 1979	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.044600	1.150000	.	.	.
Bastardo 1979	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.051700	2.400000	0.160000	.	.
Bastardo 1979	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.045800	1.200000	0.100000	.	.
Bastardo 1979	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.047500	1.260000	0.200000	.	.
Bastardo 1979	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.085900	3.660000	0.820000	.	.
Bayley et al. 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.005800	2.400000	0.150000	.	.
Bayley et al. 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.007600	1.400000	0.130000	.	.
Bayley et al. 1985($)@	meadows of freshwater submerged macrophytes	aquatic	327.600000	.	250.290000	.	174.430000	.	.	.	.	.	.	.	.	0.006700	1.900000	0.140000	1.900000	0.140000
Bernard and Solsky 1977*	meadows of freshwater submerged macrophytes	aquatic	470.850000	.	.	.	.	.	.	.	.	.	.	1.600000	0.210000	.	.	.	.	.
Best et al. 1990	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.024700	3.440000	0.848000	.	.
Boyd 1970	meadows of freshwater submerged macrophytes	aquatic	162.425000	.	.	.	.	.	.	.	.	.	.	1.320000	0.170000	.	.	.	.	.
Boyd 1971*	meadows of freshwater submerged macrophytes	aquatic	740.950000	.	.	.	.	.	.	.	.	.	.	1.550000	0.220000	.	.	.	.	.
Briggs et al. 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.098700	2.610000	0.370000	.	.
Cyr and Pace 1993	meadows of freshwater submerged macrophytes	aquatic	39.63466511	.	.	.	.	.	.	.	0.079733229	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	meadows of freshwater submerged macrophytes	aquatic	55.35910801	.	.	.	.	.	.	.	0.021274965	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	meadows of freshwater submerged macrophytes	aquatic	55.35910801	.	.	.	.	.	.	.	0.090994764	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	meadows of freshwater submerged macrophytes	aquatic	80.18187793	.	.	.	.	.	.	.	0.142593054	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	meadows of freshwater submerged macrophytes	aquatic	94.07592976	.	.	.	.	.	.	.	0.34102553	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	meadows of freshwater submerged macrophytes	aquatic	139.2610317	.	.	.	.	.	.	.	0.17156403	.	.	.	.	.	.	.	.	.
Cyr and Pace 1993	meadows of freshwater submerged macrophytes	aquatic	106.4406617	.	.	.	.	.	.	.	0.298820126	.	.	.	.	.	.	.	.	.
Flint and Goldman 1975	meadows of freshwater submerged macrophytes	aquatic	201.115000	.	172.973500	.	.	.	28.068500	13.956443	.	.	.	.	.	.	.	.	.	.
Godshalk and Wetzel 1978a	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.007000	1.800000	.	.	.
Godshalk and Wetzel 1978a	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.009000	2.000000	.	.	.
Godshalk and Wetzel 1978a	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.034000	2.000000	.	.	.
Godshalk and Wetzel 1978a	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.028000	1.800000	.	.	.
Godshalk and Wetzel 1978a	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.060000	2.400000	.	.	.
Godshalk and Wetzel 1978a	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.020000	2.400000	.	.	.
Godshalk and Wetzel 1978a	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.001000	1.930000	.	.	.
Hill 1979	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.048300	2.400000	0.430000	.	.
Jupp and Spence 1977	meadows of freshwater submerged macrophytes	aquatic	111.325000	.	95.995000	.	.	.	15.494250	13.918033	.	.	.	.	0.385000	.	.	.	.	.
Klopatek and Stearns 1978	meadows of freshwater submerged macrophytes	aquatic	401.500000	.	347.480000	.	.	.	52.560000	13.090909	.	.	.	.	.	.	.	.	.	.
Mason and Bryant 1975	meadows of freshwater submerged macrophytes	aquatic	326.200500	.	.	.	.	.	.	.	.	.	.	2.600000	0.200000	.	.	.	.	.
Neeley and Davis 1985@	meadows of freshwater submerged macrophytes	aquatic	369.600000	.	282.370000	.	99.630000	.	.	.	.	.	.	.	.	0.001700	0.590000	0.130000	0.590000	0.130000
Neeley and Davis 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.002100	0.590000	0.079000	.	.
Neeley and Davis 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.007600	1.410000	.	.	.
Neill 1992	meadows of freshwater submerged macrophytes	aquatic	321.200000	.	.	.	.	.	.	.	.	.	.	1.760000	0.210000	.	.	.	.	.
Odum 1957*	meadows of freshwater submerged macrophytes	aquatic	1715.500000	.	1398.680000	.	.	2	316.820000	18.468085	14.8	.	.	2.22	0.27	.	.	.	.	.
Reddy and DeBusk 1991	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.009500	2.530000	0.270000	.	.
Rogers and Breen 1982	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.064800	2.150000	0.290000	.	.
Rogers and Breen 1982	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.064000	1.900000	0.290000	.	.
Rogers and Breen 1982 ($)@	meadows of freshwater submerged macrophytes	aquatic	93.650000	.	71.550000	.	54.600000	.	.	.	.	.	.	.	.	0.064400	2.025000	0.290000	2.025000	0.290000
Schalles and Shure 1989@	meadows of freshwater submerged macrophytes	aquatic	24.272500	.	24.272500	.	15.123900	.	.	.	.	.	.	.	.	0.002681	1.900000	0.140000	1.900000	0.140000
Sheldon 1987	meadows of freshwater submerged macrophytes	aquatic	74.460000	.	65.700000	.	.	.	8.650500	11.617647	.	.	.	.	.	.	.	.	.	.
Soszka 1975	meadows of freshwater submerged macrophytes	aquatic	81.030000	.	75.555000	.	.	.	5.292500	6.531532	.	.	.	.	.	.	.	.	.	.
Soszka 1975	meadows of freshwater submerged macrophytes	aquatic	62.780000	.	38.325000	.	.	.	24.345500	38.779070	.	.	.	.	.	.	.	.	.	.
Soszka 1975	meadows of freshwater submerged macrophytes	aquatic	167.535000	.	152.570000	.	.	.	15.220500	9.084967	.	.	.	.	.	.	.	.	.	.
Soszka 1975	meadows of freshwater submerged macrophytes	aquatic	55.480000	.	39.420000	.	.	.	16.023500	28.881579	.	.	.	.	.	.	.	.	.	.
Twilley et al. 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.013800	.	0.137000	.	.
Twilley et al. 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.039800	.	0.298000	.	.
Twilley et al. 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.098800	2.920000	0.383000	.	.
Twilley et al. 1985	meadows of freshwater submerged macrophytes	aquatic	.	.	.	.	.	.	.	.	.	.	.	.	.	0.014200	1.670000	0.245000	.	.
